API call	Permission(s)	Notes		
android.webkit.GeolocationService.setEnableGps(boolean)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	ACCESS_FINE_LOCATION for gps; either permission is acceptable for network.		
android.webkit.GeolocationService.start()	android.permission.ACCESS_FINE_LOCATION			
android.webkit.WebChromeClient.onGeolocationPermissionsShowPrompt(java.lang.String,android.webkit.GeolocationPermissions.Callback)	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	This permission is not actually checked here.  However, calling this method indicates that the apps wants to support geolocation for the WebView, which is only possible if the app has one of these permissions.		
android.webkit.WebIconDatabase.bulkRequestIconForPageUrl(android.content.ContentResolver,java.lang.String,android.webkit.WebIconDatabase$IconListener)	com.android.browser.permission.READ_HISTORY_BOOKMARKS			
android.webkit.WebSettings.setBlockNetworkLoads(boolean)	android.permission.INTERNET			
android.webkit.WebSettings.verifyNetworkAccess()	android.permission.INTERNET			
android.webkit.WebView.<init>(android.content.Context,android.util.AttributeSet,int)	android.permission.INTERNET			
android.webkit.WebView.<init>(android.content.Context,android.util.AttributeSet)	android.permission.INTERNET			
android.webkit.WebView.<init>(android.content.Context)	android.permission.INTERNET			
android.webkit.WebViewCore.<init>(android.content.Context,android.webkit.WebView,android.webkit.CallbackProxy,java.util.Map)	android.permission.INTERNET			
android.widget.QuickContactBadge.assignContactFromEmail(java.lang.String,boolean)	android.permission.READ_CONTACTS			
android.widget.QuickContactBadge.assignContactFromPhone(java.lang.String,boolean)	android.permission.READ_CONTACTS			
android.widget.QuickContactBadge.trigger(android.net.Uri)	android.permission.READ_CONTACTS			
com.android.http.multipart.FilePart.sendData(java.io.OutputStream)	android.permission.INTERNET			
com.android.http.multipart.FilePart.sendDispositionHeader(java.io.OutputStream)	android.permission.INTERNET			
com.android.http.multipart.Part.send(java.io.OutputStream)	android.permission.INTERNET			
com.android.http.multipart.Part.sendParts(java.io.OutputStream,com.android.http.multipart.Part[])	android.permission.INTERNET		
com.android.http.multipart.Part.sendParts(java.io.OutputStream,com.android.http.multipart.Part[],byte[])	android.permission.INTERNET			
com.android.http.multipart.Part.sendStart(java.io.OutputStream)	android.permission.INTERNET			
com.android.http.multipart.Part.sendTransferEncodingHeader(java.io.OutputStream)	android.permission.INTERNET			
com.android.http.multipart.StringPart.sendData(java.io.OuputStream)	android.permission.INTERNET			
com.android.internal.app.IBatteryStats$Stub$Proxy.getAwakeTimeBattery()	android.permission.BATTERY_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.getAwakeTimePlugged()	android.permission.BATTERY_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.getStatistics()	android.permission.BATTERY_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteFullWifiLockAcquired(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteFullWifiLockReleased(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteInputEvent()	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.notePhoneDataConnectionState(int,boolean)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.notePhoneOff()	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.notePhoneOn()	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.notePhoneSignalStrength(SignalStrength)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.notePhoneState(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteScanWifiLockAcquired(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteScanWifiLockReleased(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteScreenBrightness(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteScreenOff()	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteScreenOn()	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteStartGps(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteStartSensor(int,int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteStartWakelock(int,java.lang.String,int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteStopGps(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteStopSensor(int,int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteStopWakelock(int,java.lang.String,int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteUserActivity(int,int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteWifiMulticastDisabled(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteWifiMulticastEnabled(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteWifiOff(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteWifiOn(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteWifiRunning()	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.noteWifiStopped()	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.recordCurrentLevel(int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IBatteryStats$Stub$Proxy.setOnBattery(boolean,int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IUsageStats$Stub$Proxy.getAllPkgUsageStats()	android.permission.PACKAGE_USAGE_STATS			
com.android.internal.app.IUsageStats$Stub$Proxy.getPkgUsageStats(ComponentName)	android.permission.PACKAGE_USAGE_STATS			
com.android.internal.app.IUsageStats$Stub$Proxy.noteLaunchTime(ComponentName, int)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IUsageStats$Stub$Proxy.notePauseComponent(ComponentName)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.app.IUsageStats$Stub$Proxy.noteResumeComponent(ComponentName)	android.permission.UPDATE_DEVICE_STATS			
com.android.internal.appwidget.IAppWidgetService$Stub$Proxy.bindAppWidgetId(int,ComponentName)	android.permission.BIND_APPWIDGET			
com.android.internal.os.IDropBoxManagerService$Stub$Proxy.getNextEntry(java.lang.String,long)	android.permission.READ_LOGS			
com.android.internal.telephony.CallerInfo.getCallerId(android.content.Context,java.lang.String)	android.permission.READ_CONTACTS			
com.android.internal.telephony.CallerInfo.getCallerInfo(android.content.Context,java.lang.String)	android.permission.READ_CONTACTS			
com.android.internal.telephony.CallerInfo.markAsVoiceMail()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.IccPhoneBookInterfaceManager$Stub$Proxy.getAdnRecordsInEf(int)	android.permission.READ_CONTACTS			
com.android.internal.telephony.IccPhoneBookInterfaceManager$Stub$Proxy.updateAdnRecordsInEfByIndex(int,java.lang.String,java.lang.String,java.lang.String)	android.permission.WRITE_CONTACTS			
com.android.internal.telephony.IccPhoneBookInterfaceManager$Stub$Proxy.updateAdnRecordsInEfBySearch(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	android.permission.WRITE_CONTACTS			
com.android.internal.telephony.IIccPhoneBook$Stub$Proxy.getAdnRecordsInEf(int)	android.permission.READ_CONTACTS			
com.android.internal.telephony.IIccPhoneBook$Stub$Proxy.updateAdnRecordsInEfByIndex(int,java.lang.String,java.lang.String,java.lang.String)	android.permission.WRITE_CONTACTS			
com.android.internal.telephony.IIccPhoneBook$Stub$Proxy.updateAdnRecordsInEfBySearch(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	android.permission.WRITE_CONTACTS			
com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy.getDeviceId()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy.getDeviceSvn()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy.getIccSerialNumber()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy.getLine1AlphaTag()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy.getLine1Number()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy.getSubscriberId()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy.getVoiceMailAlphaTag()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy.getVoiceMailNumber()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.ISms$Stub$Proxy.copyMessageToIccEf(int,byte[],byte[])	android.permission.RECEIVE_SMS			
com.android.internal.telephony.ISms$Stub$Proxy.getAllMessagesFromIccEf()	android.permission.RECEIVE_SMS			
com.android.internal.telephony.ISms$Stub$Proxy.sendData(java.lang.String,java.lang.String,int,byte[],android.app.PendingIntent,android.app.PendingIntent)	android.permission.SEND_SMS			
com.android.internal.telephony.ISms$Stub$Proxy.sendMultipartText(java.lang.String,java.lang.String,java.util.List,java.util.List,java.util.List)	android.permission.SEND_SMS			
com.android.internal.telephony.ISms$Stub$Proxy.sendText(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)	android.permission.SEND_SMS			
com.android.internal.telephony.ISms$Stub$Proxy.updateMessageOnIccEf(int,int,byte[])	android.permission.RECEIVE_SMS			
com.android.internal.telephony.ITelephony$Stub$Proxy.answerRingingCall()	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.call(java.lang.String)	android.permission.CALL_PHONE			
com.android.internal.telephony.ITelephony$Stub$Proxy.cancelMissedCallsNotification()	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.disableApnType(java.lang.String)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.disableDataConnectivity()	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.disableLocationUpdates()	android.permission.CONTROL_LOCATION_UPDATES			
com.android.internal.telephony.ITelephony$Stub$Proxy.enableApnType(java.lang.String)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.enableDataConnectivity()	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.enableLocationUpdates()	android.permission.CONTROL_LOCATION_UPDATES			
com.android.internal.telephony.ITelephony$Stub$Proxy.endCall()	android.permission.CALL_PHONE			
com.android.internal.telephony.ITelephony$Stub$Proxy.getCellLocation()	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
com.android.internal.telephony.ITelephony$Stub$Proxy.getNeighboringCellInfo()	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
com.android.internal.telephony.ITelephony$Stub$Proxy.handlePinMmi(java.lang.String)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.isSimPinEnabled()	android.permission.READ_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.setRadio(boolean)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.silenceRinger()	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.supplyPin(java.lang.String)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephony$Stub$Proxy.toggleRadioOnOff()	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.listen(java.lang.String,com.android.internal.telephony.IPhoneStateListener,int,boolean)	android.permission.READ_PHONE_STATE or android.permission.ACCESS_COARSE_LOCATION or NONE			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifyCallForwardingChanged(boolean)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifyCallState(int,java.lang.String)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifyCellLocation(android.os.Bundle)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifyDataActivity(int)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifyDataConnection(int,boolean,java.lang.String,java.lang.String,java.lang.String[],java.lang.String,int)	android.permission.MODIFY_PHONE_STATE and android.permission.BROADCAST_STICKY			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifyDataConnectionFailed(java.lang.String)	android.permission.MODIFY_PHONE_STATE and android.permission.BROADCAST_STICKY			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifyMessageWaitingChanged(boolean)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifyServiceState(android.telephony.ServiceState)	android.permission.MODIFY_PHONE_STATE			
com.android.internal.telephony.ITelephonyRegistry$Stub$Proxy.notifySignalStrength(android.telephony.SignalStrength)	android.permission.MODIFY_PHONE_STATE			
com.android.server.WallpaperManagerService.bindWallpaperComponentLocked(android.content.ComponentName)	android.permission.BIND_WALLPAPER and android.permission.MANAGE_APP_TOKENS
com.android.server.WallpaperManagerService.dump(java.io.FileDescriptor,java.io.PrintWriter,[Ljava.lang.String)	android.permission.DUMP			
com.htc.net.wimax.WimaxController$Stub$Proxy.getConnectionInfo	android.permission.ACCESS_WIMAX_STATE	Specific to HTC devices.		
com.htc.net.wimax.WimaxController$Stub$Proxy.getWimaxState	android.permission.ACCESS_WIMAX_STATE	Specific to HTC devices.		
com.htc.net.wimax.WimaxController$Stub$Proxy.isBackoffState	android.permission.ACCESS_WIMAX_STATE	Specific to HTC devices.		
com.htc.net.wimax.WimaxController$Stub$Proxy.isWimaxEnabled	android.permission.ACCESS_WIMAX_STATE	Specific to HTC devices.		
com.htc.net.wimax.WimaxController$Stub$Proxy.setWimaxEnabled	android.permission.CHANGE_WIMAX_STATE	Specific to HTC devices.		
java.lang.Runtime.exec(java.lang.String)	android.permission.READ_LOGS or android.permission.DUMP or android.permission.INSTALL_PACKAGES or NONE	READ_LOGS for logcat, DUMP for dumpsys or dumpstate, android.permission.INSTALL_PACKAGES for pm install,		
java.lang.Runtime.exec(java.lang.String[])	android.permission.READ_LOGS or android.permission.DUMP or android.permission.INSTALL_PACKAGES or NONE	READ_LOGS for logcat, DUMP for dumpsys or dumpstate, android.permission.INSTALL_PACKAGES for pm install,		
java.lang.Runtime.exec(java.lang.String[],java.lang.String[])	android.permission.READ_LOGS or android.permission.DUMP or android.permission.INSTALL_PACKAGES or NONE	READ_LOGS for logcat, DUMP for dumpsys or dumpstate, android.permission.INSTALL_PACKAGES for pm install,		
java.lang.Runtime.exec(java.lang.String[],java.lang.String[],java.io.File)	android.permission.READ_LOGS or android.permission.DUMP or android.permission.INSTALL_PACKAGES or NONE	READ_LOGS for logcat, DUMP for dumpsys or dumpstate, android.permission.INSTALL_PACKAGES for pm install,		
java.lang.Runtime.exec(java.lang.String,java.lang.String[])	android.permission.READ_LOGS or android.permission.DUMP or android.permission.INSTALL_PACKAGES or NONE	READ_LOGS for logcat, DUMP for dumpsys or dumpstate, android.permission.INSTALL_PACKAGES for pm install,		
java.lang.Runtime.exec(java.lang.String,java.lang.String[],java.io.File)	android.permission.READ_LOGS or android.permission.DUMP or android.permission.INSTALL_PACKAGES or NONE	READ_LOGS for logcat, DUMP for dumpsys or dumpstate, android.permission.INSTALL_PACKAGES for pm install,		
java.net.DatagramSocket.<init>()	android.permission.INTERNET	
java.net.DatagramSocket.<init>(int)	android.permission.INTERNET	
java.net.DatagramSocket.<init>(int,java.net.InetAddress)	android.permission.INTERNET	
java.net.DatagramSocket.<init>(java.net.SocketAddress)	android.permission.INTERNET			
java.net.HttpURLConnection.<init>(java.net.URL)	android.permission.INTERNET			
java.net.HttpURLConnection.connect()	android.permission.INTERNET			
java.net.MulticastSocket.<init>()	android.permission.INTERNET			
java.net.MulticastSocket.<init>(int)	android.permission.INTERNET			
java.net.MulticastSocket.<init>(java.net.SocketAddress)	android.permission.INTERNET			
java.net.NetworkInterface.<init>()	android.permission.INTERNET			
java.net.NetworkInterface.<init>(java.lang.String,int,java.net.InetAddress)	android.permission.INTERNET			
java.net.ServerSocket.<init>()	android.permission.INTERNET			
java.net.ServerSocket.<init>(int)	android.permission.INTERNET			
java.net.ServerSocket.<init>(int,int)	android.permission.INTERNET			
java.net.ServerSocket.<init>(int,int,java.net.InetAddress)	android.permission.INTERNET			
java.net.ServerSocket.bind(java.net.SocketAddress)	android.permission.INTERNET
java.net.ServerSocket.bind(java.net.SocketAddress,int)	android.permission.INTERNET
java.net.Socket.<init>()	android.permission.INTERNET	
java.net.Socket.<init>(java.lang.String,int)	android.permission.INTERNET
java.net.Socket.<init>(java.lang.String,int,java.net.InetAddress,int)	android.permission.INTERNET
java.net.Socket.<init>(java.lang.String,int,boolean)	android.permission.INTERNET
java.net.Socket.<init>(java.net.InetAddress,int)	android.permission.INTERNET
java.net.Socket.<init>(java.net.InetAddress,int,java.net.InetAddress,int)	android.permission.INTERNET
java.net.Socket.<init>(java.net.InetAddress,int,boolean)	android.permission.INTERNET
java.net.URL.getContent(java.lang.Class[])	android.permission.INTERNET
java.net.URL.getContent()	android.permission.INTERNET
java.net.URL.openConnection(java.net.Proxy)	android.permission.INTERNET
java.net.URL.openConnection()	android.permission.INTERNET
java.net.URL.openStream()	android.permission.INTERNET
java.net.URLConnection.connect()	android.permission.INTERNET			
java.net.URLConnection.getInputStream()	android.permission.INTERNET			
org.apache.http.impl.client.DefaultHttpClient.<init>()	android.permission.INTERNET			
org.apache.http.impl.client.DefaultHttpClient.<init>(org.apache.http.params.HttpParams)	android.permission.INTERNET			
org.apache.http.impl.client.DefaultHttpClient.<init>(org.apache.http.conn.ClientConnectionManager,org.apache.http.params.HttpParams)	android.permission.INTERNET			
org.apache.http.impl.client.DefaultHttpClient.execute(org.apache.http.client.methods.HttpUriRequest)	android.permission.INTERNET	
org.apache.http.impl.client.DefaultHttpClient.execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)	android.permission.INTERNET	
org.apache.http.impl.client.DefaultHttpClient.execute(org.apache.http.HttpHost,org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)	android.permission.INTERNET	
org.apache.http.impl.client.DefaultHttpClient.execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.protocol.HttpContext)	android.permission.INTERNET	
org.apache.http.impl.client.DefaultHttpClient.execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler)	android.permission.INTERNET	
org.apache.http.impl.client.DefaultHttpClient.execute(org.apache.http.HttpHost,org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler)	android.permission.INTERNET	
org.apache.http.impl.client.DefaultHttpClient.execute(org.apache.http.HttpHost,org.apache.http.client.methods.HttpUriRequest)	android.permission.INTERNET	
org.apache.http.impl.client.DefaultHttpClient.execute(org.apache.http.HttpHost,org.apache.http.client.methods.HttpUriRequest,org.apache.http.protocol.HttpContext)	android.permission.INTERNET
org.apache.http.impl.client.HttpClient.execute(org.apache.http.client.methods.HttpUriRequest)	android.permission.INTERNET	
org.apache.http.impl.client.HttpClient.execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)	android.permission.INTERNET	
org.apache.http.impl.client.HttpClient.execute(org.apache.http.HttpHost,org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)	android.permission.INTERNET	
org.apache.http.impl.client.HttpClient.execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.protocol.HttpContext)	android.permission.INTERNET	
org.apache.http.impl.client.HttpClient.execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler)	android.permission.INTERNET	
org.apache.http.impl.client.HttpClient.execute(org.apache.http.HttpHost,org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler)	android.permission.INTERNET	
org.apache.http.impl.client.HttpClient.execute(org.apache.http.HttpHost,org.apache.http.client.methods.HttpUriRequest)	android.permission.INTERNET	
org.apache.http.impl.client.HttpClient.execute(org.apache.http.HttpHost,org.apache.http.client.methods.HttpUriRequest,org.apache.http.protocol.HttpContext)	android.permission.INTERNET			
